ticker,status,failure_reason,request_start,request_end
DSACU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
DSACW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
DSY,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
DSYWW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
DTCK,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
DTSQ,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
DTSQR,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
DTSQU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
DTSTW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
DXST,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
DYOR,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
DYORU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
DYORW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
ECXWW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
EDBLW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
EDHL,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
EFTY,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
EGHA,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
EGHAR,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
EGHAU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
EHGO,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
EHLD,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
EIKN,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
ELAB,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
ELOG,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
ELPW,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
ELVR,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
ELWT,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
EMAT,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
EMIS,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
EMISR,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
EMPG,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
ENGNW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
ENGS,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
ENLT,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
EPRX,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
EPSM,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
EQPT,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
ERNAW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
ESGLW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
ESHA,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
ESHAR,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
ESLAW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
ETHM,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
ETHMU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
ETHMW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
ETOR,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
ETS,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
EUDAW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
EURK,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
EURKR,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
EURKU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
EVLVW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
EVOX,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
EVOXU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
EVOXW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
EXOZ,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
EZRAW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
FACT,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FACTU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FACTW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
FATN,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FBGL,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FBLA,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FBLG,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FBYD,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FBYDW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
FCHL,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FDSB,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FEBO,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FERA,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FERAR,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
FERAU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FFAIW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
FGIIU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FGIWW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
FGL,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FGMC,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FGMCR,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
FGMCU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FIGR,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FIGX,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FIGXU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FIGXW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
FITBM,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FLDDW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
FLX,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FLY,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FLYE,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FMFC,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FMST,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FMSTW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
FOFO,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FOXXW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
FRMI,empty,YFRateLimitError('Too Many Requests. Rate limited. Try after a while.'),2000-01-01,2023-01-01
FSHP,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FSHPR,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
FSHPU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FTAIM,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FTEL,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FTRE,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FTRK,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FUFUW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
FUSEW,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FVN,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FVNNR,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
FVNNU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
File Creation Time: 0206202621:31,missing,missing_ohlc,2000-01-01,2023-01-01
GAINI,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GAUZ,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GBFH,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GCLWW,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GDEVW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
GDHG,empty,YFRateLimitError('Too Many Requests. Rate limited. Try after a while.'),2000-01-01,2023-01-01
GDTC,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GECCG,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GECCH,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GECCI,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GELS,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GEMI,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GENK,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GENVR,empty,YFRateLimitError('Too Many Requests. Rate limited. Try after a while.'),2000-01-01,2023-01-01
GFAIW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
GGROW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
GIBO,empty,YFRateLimitError('Too Many Requests. Rate limited. Try after a while.'),2000-01-01,2023-01-01
GIBOW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
GIG,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GIGGU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GIGGW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
GIPRW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
GITS,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GIW,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GIWWR,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
GIWWU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GIXXU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GLE,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GLIBA,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GLIBK,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GLOO,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GLXG,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GLXY,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GMHS,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GMM,empty,YFRateLimitError('Too Many Requests. Rate limited. Try after a while.'),2000-01-01,2023-01-01
GNLX,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GOAI,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GPAC,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GPACU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GPACW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
GPAT,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GPATU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GPATW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
GPCR,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GRAL,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GRAN,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GRRRW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
GSHR,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GSHRU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GSHRW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
GSIW,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GSRF,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GSRFR,empty,YFRateLimitError('Too Many Requests. Rate limited. Try after a while.'),2000-01-01,2023-01-01
GSRFU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GT,empty,YFRateLimitError('Too Many Requests. Rate limited. Try after a while.'),2000-01-01,2023-01-01
GTEN,empty,YFRateLimitError('Too Many Requests. Rate limited. Try after a while.'),2000-01-01,2023-01-01
GTENU,empty,YFRateLimitError('Too Many Requests. Rate limited. Try after a while.'),2000-01-01,2023-01-01
GTENW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
GTERA,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
GTERR,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
GTERU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
