ticker,status,failure_reason,request_start,request_end
BIXI,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BIXIU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BIXIW,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BIYA,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BKHA,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BKHAR,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
BKHAU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BLIV,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BLLN,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BLRK,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BLRKU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BLRKW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
BLUW,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BLUWU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BLUWW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
BLZR,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BLZRU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BLZRW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
BMGL,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BMHL,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BMM,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BMR,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BNAIW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
BNCWW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
BNZIW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
BOF,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BOLD,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BPAC,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BPACR,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
BPACU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BRBI,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BRCB,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BRKRP,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BRLSW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
BRR,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BRRWW,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BSAA,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BSAAR,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
BSAAU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BTBDW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
BTMWW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
BTOC,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BTQ,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BTSG,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BTSGU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BTTC,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BUSEP,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BUUU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BYAH,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
BZAIW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
BZFDW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
CABR,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CAEP,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CAI,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CALC,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CAMP,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CAPN,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CAPNU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CAPTW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
CAQUU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CARL,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CART,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CBC,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CBK,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CBLL,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CCCX,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CCCXU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CCCXW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
CCG,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CCGWW,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CCHH,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CCII,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CCIIU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CCIIW,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CCIX,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CCIXU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CCIXW,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CCTG,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CCXIU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CDIOW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
CDNL,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CDROW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
CDTG,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CDTTW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
CELUW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
CEPF,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CEPO,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CEPS,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CEPT,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CEPV,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CETY,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CGCT,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CGCTU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CGCTW,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
CGON,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CGTL,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CHA,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CHAC,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CHACR,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
CHACU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CHAR,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
CHARR,empty,possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01),2000-01-01,2023-01-01
CHARU,empty,"possibly delisted; no price data found  (1d 2000-01-01 -> 2023-01-01) (Yahoo error = ""Data doesn't exist for startDate = 946702800, endDate = 1672549200"")",2000-01-01,2023-01-01
